# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type
01/06/2018 00:00:00,Base Station,2190071,57.110037,8.648280,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS
01/06/2018 00:00:00,Class A,219022047,55.473213,8.423100,Under way using engine,-2.2,0.0,143.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219015595,57.591907,9.956027,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,273457420,55.225275,16.405175,Under way using engine,251.1,10.6,281.1,282,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219001959,55.471753,8.423850,Under way using engine,0.0,0.0,21.8,195,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,355420000,55.800667,17.952500,Under way using engine,0.0,12.5,273.0,272,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,266145000,57.732617,11.672200,Engaged in fishing,,0.0,178.8,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class B,265687320,55.615307,12.989445,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class B,211730940,91.000000,181.000000,Unknown value,,,,,Unknown,,SINDBAD,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class B,235077223,91.000000,181.000000,Unknown value,,,,,Unknown,2DAE4,,Sailing,,4,12,Undefined,,,,AIS
01/06/2018 00:00:00,Base Station,2190068,56.447253,10.945872,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS
01/06/2018 00:00:00,Base Station,2614800,53.981450,14.580353,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS
01/06/2018 00:00:00,Class A,219335000,55.058987,10.291213,At anchor,,0.3,333.5,66,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,AtoN,992111840,54.612913,12.629968,Unknown value,,,,,Unknown,,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,,,AIS
01/06/2018 00:00:00,Class A,219003826,55.972477,11.368508,Under way using engine,,0.1,175.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,215871000,57.806117,9.831218,Under way using engine,0.0,13.9,238.9,239,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219006157,57.533170,11.126537,Engaged in fishing,0.0,2.7,252.6,230,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,259186000,54.689217,12.434500,Under way using engine,0.0,15.2,237.6,239,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219783000,57.004010,9.931855,Unknown value,0.0,0.0,178.5,15,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,211243240,54.373330,10.990385,Under way using engine,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219005995,56.005007,8.120105,Engaged in fishing,0.0,0.0,0.0,156,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,261003060,54.178403,15.555845,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,209488000,56.512060,11.960738,Under way using engine,0.0,10.2,167.4,163,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,211215170,54.270800,11.550788,Under way sailing,0.0,6.2,147.9,142,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,258216000,58.685218,10.244468,Engaged in fishing,0.0,2.0,319.6,325,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,245471000,55.760158,15.541070,Under way using engine,5.4,9.7,239.4,239,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,999999000,91.000000,181.000000,Unknown value,,,,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,265580750,56.199300,12.546147,Unknown value,,0.0,300.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,AtoN,992441004,53.063167,4.720333,Unknown value,,,,,Unknown,,YBY Q(9) 15S,Undefined,,2,2,Surveyed,,,,AIS
01/06/2018 00:00:00,AtoN,992191500,55.576482,4.618232,Unknown value,,,,,Unknown,,DAGMAR,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219023870,57.492875,10.504353,Under way using engine,,0.0,271.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219019094,56.483767,11.573600,Under way using engine,0.0,19.3,208.5,208,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,356864000,91.000000,181.000000,Unknown value,,,,,9065443,3FFA6,MSC ROSSELLA,Cargo,,32,243,GPS,8.6,LTKLJ,02/06/2018 03:00:00,AIS
01/06/2018 00:00:00,Class A,232005533,56.987112,11.775075,Under way using engine,0.0,11.9,340.0,339,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,211755650,57.122377,8.597752,Under way using engine,0.0,0.0,155.0,329,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,220368000,56.000402,8.130763,Under way using engine,0.0,0.0,285.8,210,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,245391000,55.501442,14.707612,Under way using engine,0.0,12.7,234.7,233,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,220043000,57.454167,8.714933,Under way using engine,,8.9,12.0,9,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,257222000,53.966857,9.257832,Under way using engine,0.0,8.6,38.2,40,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,231024000,55.375332,14.458510,Under way using engine,0.0,10.7,220.8,218,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,255805829,54.866637,16.988392,Under way using engine,2.2,9.9,254.0,254,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,265526850,58.112880,11.366715,Under way using engine,,0.0,246.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219065000,56.453052,7.748010,Engaged in fishing,0.0,8.1,114.6,113,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219018405,57.618410,10.914065,Engaged in fishing,,2.5,201.0,198,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219000126,55.330410,11.130478,Unknown value,0.0,0.0,315.2,336,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219002358,55.211507,11.197872,Under way using engine,0.0,0.0,119.1,277,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219000643,55.260187,9.730295,Under way using engine,0.0,0.0,133.5,284,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,220304000,56.001950,8.127420,Engaged in fishing,0.0,0.0,213.2,254,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219001587,56.127095,12.310230,Engaged in fishing,0.0,0.0,,247,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,230987350,55.971297,12.634207,Under way using engine,0.0,8.6,177.2,177,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,538007299,57.671313,8.741032,Under way using engine,0.0,14.3,59.3,60,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,246639000,55.828165,16.026093,Under way using engine,0.0,10.2,58.6,57,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class B,219004472,57.615138,10.006758,Unknown value,,7.7,60.8,60,Unknown,,HG 27 NEPTUN,Fishing,,4,12,GPS,,,,AIS
01/06/2018 00:00:00,Class A,265660390,57.645288,11.858497,Under way using engine,0.0,0.1,280.6,287,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219005465,55.059178,10.620057,Under way using engine,,0.0,151.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,374356000,54.613482,12.374112,Under way using engine,0.0,14.9,53.5,53,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,266331000,55.995652,11.031013,Under way using engine,0.0,17.2,207.6,206,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,257479000,54.420140,10.211445,Under way using engine,-5.4,9.3,196.6,196,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,266442000,57.433785,10.549743,Under way using engine,0.0,3.0,303.3,294,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,248102000,56.489850,5.795767,Under way using engine,0.0,13.3,59.0,60,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,230351000,57.719920,10.361320,Under way using engine,0.0,15.4,68.9,69,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,AtoN,992111924,55.005333,13.151633,Unknown value,,,,,Unknown,,BALTIC2 WINDFARM NW,Undefined,,12,8,Surveyed,,,,AIS
01/06/2018 00:00:00,Class A,219006023,57.320833,11.126517,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219000187,56.953948,8.694223,Under way using engine,0.0,0.0,326.0,179,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,249998000,54.844200,13.242998,Under way using engine,0.0,7.7,71.8,69,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219381000,55.477332,8.416990,Under way using engine,0.0,0.0,0.0,331,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,265522730,55.993232,12.744515,Unknown value,0.0,0.1,330.3,255,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,211168930,53.526167,9.927667,Under way using engine,,0.0,279.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS
01/06/2018 00:00:00,Class A,219023648,55.860993,10.991620,Under way using engine,,20.6,9.2,8,Unknown,,,Undefined,,,,Undefined,,,,AIS
